发出,fāchū,động từ,"Phát ra (âm thanh)
xuất phát; khởi hành","他发出了很大的声音。
你来晚了，飞机去北京已经发出了。","Tā fāchū le hěn dà de shēngyīn/
/Nǐ lái wǎn le, fēijī qù běijīng yǐjīng","Anh ấy phát ra âm thanh rất lớn.
Bạn đến muộn rồi, máy bay đi Bắc Kinh đã khởi hành cấ"
发达,fādá,tính từ,Phát triển,这个公司很发达。,Zhège gōngsī hěn fādá,Công ty này rất phát triển.
发动,fādòng,động từ,Khởi động; bắt đầu,老师发动大家参加比赛。,Lǎoshī fādòng dàjiā cānjiā bǐsài,Giáo viên kêu gọi mọi người tham gia cuộc thi.
发明,fāmíng,động từ,Phát minh,这个用品是他们的公司发明的。,Zhège yòngpǐn shì tāmen de gōng,Sản phẩm này là của công ty họ phát minh.
发生,fāshēng,động từ,Xảy ra; phát sinh,这条路上经常发生车祸。,Zhè tiáo lùshàng jīngcháng fāshēn,Đoạn đường này thường xảy ra tai nạn xe.
发送,fāsòng,động từ,Gửi,我已经发送电子邮件给他了。,Wǒ yǐjīng fāsòng diànzǐ yóujiàn gěi,Vui lòng gửi bức thư này đi.
发言,fāyán,động từ,Phát biểu,在毕业时，学生会发言感谢老师。,"Zài bìyè shí, xuéshēnghuì fāyán gǎ","Buổi lễ tốt nghiệp, học sinh sẽ phát biểu cảm ơn thầy cô."
发展,fāzhǎn,động từ,Phát triển,这几年，越南发展很快。,"Zhè jǐ nián, yuènán fāzhǎn hěn kuà","Những năm gần đây, Việt Nam phát triển rất nhanh."
反对,fǎnduì,động từ,Phản đối; không đồng tình,我反对他的想法。,Wǒ fǎnduì tā de xiǎngfǎ,Tôi không đồng tình với ý kiến của anh ấy.
反复,fǎnfù,động từ,Lặp đi lặp lại nhiều lần,我奶奶的背疼总是反复。,Wǒ nǎinai de bèi téng zǒng shì fǎn,Chứng đau lưng của bà tôi cứ luôn tái phát.
反应,fǎnyìng,danh từ,Phản ứng,他的反应对这个事情很惊艳。,Tā de fǎnyìng duì zhège shìqíng h,Phản ứng của anh ấy đối với chuyện này rất kinh ngạc.
反正,fǎnzhèng,liên từ,Dù sao thì; đằng nào thì,反正我有时间，我们去超市逛街吧。,"Fǎnzhèng wǒ yǒu shíjiān, wǒmen q","Dù sao thì hôm nay tôi cũng rảnh, chúng ta đi siêu thị dạ"
范围,fànwéi,danh từ,Phạm vi,这个问题不在讨论范围内。,Zhège wèntí bú zài tǎolùn fànwéi n,Vấn đề này không nằm trong phạm vi thảo luận.
方式,fāngshì,danh từ,Cách thức; phương thức,李老师的教学方式很有趣，也很容易,Lǐ lǎoshī de jiàoxué fāngshì hěn yǒ,Cách dạy học của giáo viên Lý rất thú vị và rất dễ hiểu.
防,fáng,động từ,Bảo vệ; phòng ngừa,下雨了，走路要注意防滑。,"Xià yǔ le, zǒulù yào zhùyì fánghuá","Trời mưa, đi đường nhớ cẩn thận tránh bị trơn trượt."
防止,fángzhǐ,động từ,Phòng ngừa; đề phòng,多洗手可以防止感冒。,Duō xǐshǒu kěyǐ fángzhǐ gǎnmào,Rửa tay nhiều có thể phòng tránh cảm cúm.
房东,fángdōng,danh từ,Chủ nhà,我的房东人很好。,Wǒ de fángdōng rén hěn hǎo,Chủ nhà của tôi rất tốt bụng.
房屋,fángwū,danh từ,Nhà,这座房屋很漂亮。,Zhè zuò fángwū hěn piàoliang,Ngôi nhà này rất đẹp.
房租,fángzū,danh từ,Nhà thuê,每个月的房租很贵。,Měi gè yuè de fángzū hěn guì,Tiền thuê nhà mỗi tháng rất đắt.
访问,fǎngwèn,động từ,Thăm; thăm hỏi; đến thăm,这周末我要回去老乡访问爷爷奶奶。,Zhè zhōumò wǒ yào huíqù lǎoxiān,Cuối tuần này tôi cần phải về quê thăm ông bà.
放到,fàngdào,động từ,Đặt ở; để ở,请把书放到桌子上。,Qǐng bǎ shū fàngdào zhuōzi shàng,Hãy đặt cuốn sách lên bàn.
飞行,fēixíng,động từ,Bay lượn,鸟儿在空中自由地飞行。,Niǎor zài kōngzhōng zìyóu de fēixí,Chim đang tự do bay lượn trên bầu trời.
费,fèi,danh từ,Phí; lệ phí,这个月的水电费是多少钱？,Zhège yuè de shuǐdiàn fèi shì duōs,Phí điện nước của tháng này bao nhiêu tiền?
费用,fèiyòng,danh từ,Chi phí,我们要先准备好旅行的费用。,Wǒmen yào xiān zhǔnbèi hǎo lǚxín,Chúng ta cần chuẩn bị sẵn chi phí cho chuyến du lịch.
分别,fēnbié,động từ,"Chia tay; tạm biệt; xa nhau
phân biệt","毕业后，我们分别去了不同的城市。
我不能分别这两个词的用法。","Bìyè hòu, wǒmen fēnbié qù le bùtó
/Wǒ bùnéng fēnbié zhè liǎng gè cí","Sau khi tốt nghiệp, chúng tôi chia tay nhau đến các thàn
Tôi không thể phân biệt cách dùng của hai từ này."
分配,fēnpèi,động từ,Phân công; bố trí,老师分配我们俩是一组。,Lǎoshī fēnpèi wǒmen liǎ shì yī zǔ,Giáo viên phân chia 2 chúng tôi thành 1 nhóm.
分组,fēnzǔ,động từ,Phân nhóm; chia tổ,我们分组做这个练习。,Wǒmen fēnzǔ zuò zhège liànxí,Chúng tôi chia nhóm để làm bài tập này.
丰富,fēngfù,tính từ,Phong phú,她的生活非常丰富。,Tā de shēnghuó fēicháng fēngfù,Cuộc sống của cô ấy rất phong phú.
风险,fēngxiǎn,danh từ,Rủi ro,这个游戏有很多风险，我不敢玩。,"Zhège yóuxì yǒu hěnduō fēngxiǎn,","Trò chơi này có quá nhiều rủi ro, tôi không dám chơi."
否定,fǒudìng,động từ,Phủ nhận; phủ định,我们不能否定她的努力。,Wǒmen bùnéng fǒudìng tā de nǔlì,Chúng ta không thể phủ định nỗ lực của cô ấy.
否认,fǒurèn,động từ,Bác bỏ; phủ nhận; chối cãi,他否认自己说过那句话。,Tā fǒurèn zìjǐ shuō guò nà jù huà,Anh ấy chối cãi bản thân đã nói câu đó.
服装,fúzhuāng,danh từ,Trang phục; quần áo,她的服装很漂亮。,Tā de fúzhuāng hěn piàoliang,Bộ trang phục của cô ấy rất đẹp.
福,fú,danh từ,Phúc; lộc,春节我们贴“福”字在门上。,"Chūnjié wǒmen tiē ""fú"" zì zài mén","Vào Tết, chúng tôi dán chữ ""Phúc"" lên cửa."
父母,fùmǔ,danh từ,Cha mẹ,我很感谢我的父母。,Wǒ hěn gǎnxiè wǒ de fùmǔ,Tôi rất biết ơn cha mẹ mình.
父亲,fùqīn,danh từ,Mẹ; mẫu thân,父亲每天都很努力工作。,Fùqīn měitiān dōu hěn nǔlì gōngzu,Bố tôi làm việc chăm chỉ mỗi ngày.
付,fù,động từ,Trả; chi trả,他已经付了饭钱。,Tā yǐjīng fù le fànqián,Anh ấy đã trả tiền ăn rồi.
负责,fùzé,động từ,Chịu trách nhiệm,她负责安排这次活动。,Tā fùzé ānpái zhè cì huódòng,Cô ấy phụ trách sắp xếp hoạt động lần này.
复印,fùyìn,động từ,Sao chép; photocopy,请帮我复印这份文件。,Qǐng bāng wǒ fùyìn zhè fèn wénjià,Làm ơn giúp tôi photocopy tài liệu này.
复杂,fùzá,tính từ,Phức tạp,这个问题很复杂。,Zhège wèntí hěn fùzá,Vấn đề này rất phức tạp.
富,fù,tính từ,Giàu có,我的男朋友就是一个富人。,Wǒ de nán péngyǒu jiùshì yīgè fù r,Bạn trai của tôi là một người giàu có.
改进,gǎijìn,động từ,Cải tiến,我们要改进工作方法。,Wǒmen yào gǎijìn gōngzuò fāngfǎ,Chúng ta cần cải tiến cách làm việc.
改造,gǎizào,động từ,Cải tạo; sửa sang,他们在改造这座老房子。,Tāmen zài gǎizào zhè zuò lǎo fáng,Họ đang sửa sang ngôi nhà cũ này.
概念,gàiniàn,danh từ,Khái niệm; ý niệm,老师解释了这个概念。,Lǎoshī jiěshì le zhège gàiniàn,Giáo viên đã giải thích khái niệm này.
赶,gǎn,động từ,Đuổi; kịp; gấp,我赶不上公交车了。,Wǒ gǎn bù shàng gōngjiāochē le,Tôi không bắt kịp xe buýt rồi.
赶到,gǎndào,động từ,Đến nơi,他赶到学校了。,Tā gǎndào xuéxiào le,Anh ấy đã đến trường rồi.
赶紧,gǎnjǐn,phó từ,Mau; nhanh chóng,时间不早了，我们赶紧走吧。,"Shíjiān bùzǎo le, wǒmen gǎnjǐn zǒ","Trời không còn sớm nữa, chúng ta mau đi thôi."
赶快,gǎnkuài,phó từ,Nhanh lên,月食太美了，你赶快去看看吧。,"Yuè shí tàiměi le, nǐ gǎnkuài qù kà","Nguyệt thực đẹp quá nè, bạn mau đến đây xem đi."
敢,gǎn,động từ,Dám,我怕黑，我不敢一个人出去。,"Wǒ pà hēi, wǒ bù gǎn yīgè rén chū","Tôi sợ tối, tôi không dám đi một mình."
感冒,gǎnmào,động từ,Bị cảm; bị cúm,他感冒了，不能来上课。,"Tā gǎnmào le, bù néng lái shàngkè","Anh ấy bị cảm, không thể đến lớp."
感情,gǎnqíng,danh từ,Tình cảm,我们之间的感情很好。,Wǒmen zhījiān de gǎnqíng hěn hǎ,Tình cảm giữa chúng tôi rất tốt.
感受,gǎnshòu,danh từ,Cảm nhận; cảm xúc,我能感受到你的情绪。,Wǒ néng gǎnshòu dào nǐ de qíngx,Tôi có thể cảm nhận được cảm xúc của bạn.
干吗,gànmá,động từ,Làm gì; sao vậy,你在这里干吗？,Nǐ zài zhèlǐ gànmá?,Bạn làm gì ở đây vậy?
高速,gāosù,tính từ,Nhanh; nhanh chóng,火车以高速运行。,Huǒchē yǐ gāosù yùnxíng,Tàu chạy với tốc độ cao.
高速公路,gāosù gōngl,danh từ,Đường cao tốc,我们走高速公路去上海。,Wǒmen zǒu gāosù gōnglù qù Shàn,Chúng tôi đi đường cao tốc đến Thượng Hải.
告别,gàobié,động từ,Tạm biệt; chia tay,她来机场跟我告别。,Tā lái jīchǎng gēn wǒ gàobié,Cô ấy đến sân bay để tạm biệt tôi.
歌迷,gēmí,danh từ,Người hâm mộ ca sĩ,她是这个歌手的歌迷。,Tā shì zhège gēshǒu de gēmí,Cô ấy là fan của ca sĩ này.
歌声,gēshēng,danh từ,Tiếng hát,教室里传来了好听的歌声。,Jiàoshì lǐ chuán lái le hǎotīng de gē,Trong lớp học vang lên tiếng hát rất hay.
歌手,gēshǒu,danh từ,Ca sĩ,这个歌手唱得很好。,Zhège gēshǒu chàng de hěn hǎo,Ca sĩ này hát rất hay.
个人,gèrén,danh từ,Cá nhân,这是我的个人意见。,Zhè shì wǒ de gèrén yìjiàn,Đây là ý kiến cá nhân của tôi.
个性,gèxìng,danh từ,Cá tính,她是一个很有个性的女孩。,Tā shì yí gè hěn yǒu gèxìng de nǚ,Cô ấy là một cô gái rất cá tính.
各,gè,đại từ,Các; mỗi,各人有各人的想法。,Gè rén yǒu gè rén de xiǎngfǎ,Mỗi người có cách nghĩ riêng.
各地,gèdì,danh từ,Các nơi,他们从各地来参加会议。,Tāmen cóng gèdì lái cānjiā huìyì,Mọi người từ khắp nơi đến tham gia hội nghị.
各位,gèwèi,đại từ,Quý vị; các vị,各位观众，请听我说。,"Gèwèi guānzhòng, qǐng tīng wǒ sh","Quý vị khán giả, xin hãy lắng nghe tôi nói."
各种,gèzhǒng,danh từ,Các loại,超市里有各种水果。,Chāoshì lǐ yǒu gèzhǒng shuǐguǒ,Siêu thị có nhiều loại trái cây.
各自,gèzì,đại từ,Mỗi người; từng người,大家都有各自的生活。,Dàjiā dōu yǒu gèzì de shēnghuó,Mọi người đều có cuộc sống riêng của mình.
根本,gēnběn,phó từ,Hoàn toàn; căn bản,我根本不知道这件事。,Wǒ gēnběn bù zhīdào zhè jiàn shì,Tôi hoàn toàn không biết chuyện này.
更加,gèngjiā,phó từ,Càng thêm; càng,我要更加努力学习。,Wǒ yào gèngjiā nǔlì xuéxí,Tôi cần phải học hành chăm chỉ hơn.
工厂,gōngchǎng,danh từ,Nhà máy,他在一家工厂工作。,Tā zài yì jiā gōngchǎng gōngzuò,Anh ấy làm việc trong một nhà máy.
工程师,gōngchéngs,danh từ,Kỹ sư,我的爸爸是工程师。,Wǒ de bàba shì gōngchéngshī,Bố tôi là kỹ sư.
工夫,gōngfu,danh từ,Thời gian; công sức,以为做好这件事，他花了很多功夫。,"Yǐwéi zuò hǎo zhè jiàn shì, tā huā l",Học tốt tiếng Trung cần thời gian và công sức.
工具,gōngjù,danh từ,Công cụ; dụng cụ,这些是我修车用的工具。,Zhèxiē shì wǒ xiū chē yòng de gōn,Đây là dụng cụ tôi dùng để sửa xe.
工业,gōngyè,danh từ,Công nghiệp,这个城市的工业很发达。,Zhège chéngshì de gōngyè hěn fā,Ngành công nghiệp của thành phố này rất phát triển.
工资,gōngzī,danh từ,Lương,我的工资每个月十号发。,Wǒ de gōngzī měi gè yuè shí hào f,Lương của tôi được phát vào ngày mười hàng tháng.
公布,gōngbù,động từ,Công bố; công khai,老师公布了考试成绩。,Lǎoshī gōngbù le kǎoshì chéngjì,Giáo viên đã công bố điểm thi.
公众,gōnggòng,danh từ,Công chúng,他在公众面前讲话。,Tā zài gōngzhòng miànqián jiǎngh,Anh ấy phát biểu trước công chúng.
公开,gōngkāi,động từ,Công khai,他们公开了这件事。,Tāmen gōngkāi le zhè jiàn shì,Họ đã công khai chuyện này.
公民,gōngmín,danh từ,Công dân,他是中国公民。,Tā shì Zhōngguó gōngmín,Anh ấy là công dân Trung Quốc.
公务员,gōngwùyuán,danh từ,Công chức,我的姐姐是公务员。,Wǒ de jiějie shì gōngwùyuán,Chị tôi là công chức.
功夫,gōngfu,danh từ,Võ thuật; kungfu,我从小就喜欢中国功夫。,Wǒ cóng xiǎo jiù xǐhuān Zhōngguó,Từ nhỏ tôi đã thích võ thuật Trung Hoa.
功课,gōngkè,danh từ,"Bài học, bài tập",你要做完功课才能看电视。,Nǐ yào zuò wán gōngkè cáinéng kà,Bạn phải làm xong bài tập này mới được xem tivi.
功能,gōngnéng,danh từ,Chức năng,这个手机的功能很多。,Zhège shǒujī de gōngnéng hěn du,Chiếc điện thoại này có nhiều chức năng.
共同,gòngtóng,tính từ,"Chung, cùng",我们有一个共同的目标。,Wǒmen yǒu yí ge gòngtóng de mù,Chúng tôi có cùng một mục tiêu.
共有,gòngyǒu,động từ,Có chung,这两家公司共有五百名员工。,Zhè liǎng jiā gōngsī gòngyǒu wǔbǎ,Hai công ty này có tổng cộng 500 nhân viên.
姑娘,gūniang,danh từ,Cô gái,那个姑娘很漂亮。,Nàge gūniang hěn piàoliang,Cô gái kia rất xinh đẹp.
古,gǔ,tính từ,"Cổ, xưa",从古到今，人们一直喜欢和平。,"Cóng gǔ dào jīn, rénmen yīzhí xǐhu","Từ xưa đến nay, con người luôn thích hòa bình."
古代,gǔdài,danh từ,Thời cổ đại,他在学古代历史。,Tā zài xué gǔdài lìshǐ,Anh ấy đang học lịch sử cổ đại.
故乡,gùxiāng,danh từ,Quê hương,我的故乡在南方。,Wǒ de gùxiāng zài nánfāng,Quê hương tôi ở miền Nam.
挂,guà,động từ,Treo,他把衣服挂在门后。,Tā bǎ yīfu guà zài mén hòu.,Anh ấy treo quần áo sau cánh cửa.
关系,guānxi,danh từ,Quan hệ,我和他关系很好。,Wǒ hé tā guānxi hěn hǎo.,Tôi và anh ấy có quan hệ rất tốt.
关注,guānzhù,động từ,"Quan tâm, theo dõi",请大家多多关注这个活动。,Qǐng dàjiā duōduō guānzhù zhège,Mọi người hãy quan tâm nhiều hơn đến hoạt động này n
观察,guānchá,động từ,Quan sát,他正在观察天气的变化。,Tā zhèngzài guānchá tiānqì de bià,Anh ấy đang quan sát sự thay đổi của thời tiết.
观看,guānkàn,động từ,"Xem, theo dõi",我们一起观看了比赛。,Wǒmen yìqǐ guānkànle bǐsài,Chúng tôi cùng xem trận đấu.
观念,guānniàn,danh từ,Quan niệm,年轻人的观念不同。,Niánqīngrén de guānniàn bù tóng,Quan niệm của người trẻ khác biệt.
观众,guānzhòng,danh từ,Khán giả,观众们都很兴奋。,Guānzhòng men dōu hěn xīngfèn,Các khán giả đều rất hào hứng.
管,guǎn,động từ,"Quản lý, quản",妈妈总是管我很紧。,Māma zǒngshì guǎn wǒ hěn jǐn,Mẹ lúc nào cũng quản tôi rất chặt.
管理,guǎnlǐ,động từ,Quản lý,他负责管理这个活动。,Tā fùzé guǎnlǐ zhège huódòng,Anh ấy phụ trách quản lý hoạt động này.
光,guāng,danh từ,Ánh sáng,阳光照进了房间。,Yángguāng zhàojìn le fángjiān,Ánh nắng chiếu vào căn phòng.
光明,guāngmíng,danh từ,"Ánh sáng, tươi sáng",努力学习会带来光明的未来。,Nǔlì xuéxí huì dàilái guāngmíng de,Học hành chăm chỉ sẽ đem lại tương lai tươi sáng.
广播,guǎngbō,danh từ,Phát thanh,我每天听中文广播。,Wǒ měitiān tīng zhōngwén guǎngb,Tôi nghe đài phát thanh tiếng Trung mỗi ngày.
广大,guǎngdà,tính từ,Rộng lớn,这个草原很广大。,Zhège cǎoyuán hěn guǎngdà,Thảo nguyên này rất rộng lớn.
规定,guīdìng,danh từ,Quy định,这是学校的规定。,Zhè shì xuéxiào de guīdìng,Đây là quy định của trường.
规范,guīfàn,danh từ,"Chuẩn mực, quy phạm",我们要遵守工作规范。,Wǒmen yào zūnshǒu gōngzuò guīf,Chúng ta phải tuân thủ quy chuẩn công việc.
国内,guónèi,danh từ,Trong nước,我喜欢去国内旅游。,Wǒ xǐhuān qù guónèi lǚyóu,Tôi thích đi du lịch trong nước.
国庆,guóqìng,danh từ,Quốc khánh,国庆节我们放假三天。,Guóqìng jié wǒmen fàngjià sān tiān,Chúng tôi nghỉ ba ngày vào dịp Quốc khánh.
果然,guǒrán,phó từ,"Quả nhiên, đúng là",早上一直阴云，果然现在下雨了。,"Zǎoshang yīzhí yīnyún, guǒrán xià","Sáng giờ mây đen, quả nhiên là bây giờ mưa rồi."
果汁,guǒzhī,danh từ,Nước ép hoa quả,我想喝果汁。,Wǒ xiǎng hē guǒzhī.,Tôi muốn uống nước ép.
过程,guòchéng,danh từ,Quá trình,成功需要努力的过程。,Chénggōng xūyào nǔlì de guòchén,Thành công cần quá trình nỗ lực.
过去,guòqù,danh từ,Quá khứ,我不想再谈过去。,Wǒ bù xiǎng zài tán guòqù,Tôi không muốn nhắc lại quá khứ nữa.
哈哈,hāhā,thán từ,Ha ha (tiếng cười),他讲的笑话让我哈哈大笑。,Tā jiǎng de xiàohuà ràng wǒ hāhā,Câu chuyện cười của anh ấy khiến tôi cười ha ha.
海关,hǎiguān,danh từ,Hải quan,他在海关工作。,Tā zài hǎiguān gōngzuò,Anh ấy làm việc ở hải quan.
害怕,hàipà,động từ,Sợ,我有点害怕黑暗。,Wǒ yǒudiǎn hàipà hēi'àn,Tôi hơi sợ bóng tối.
行,háng,danh từ,"Hàng, ngành nghề",我们都是医生，是同行。,"Wǒmen dōu shì yīshēng, shì tóngx",Chúng tôi đều cùng nghề làm bác sĩ.
好好,hǎohǎo,phó từ,"Cố gắng, chăm chỉ",你要好好学习。,Nǐ yào hǎohǎo xuéxí,Bạn phải học hành chăm chỉ nhé.
好奇,hàoqí,tính từ,Hiếu kỳ,孩子对一切都很好奇。,Háizi duì yíqiè dōu hěn hàoqí,Trẻ con rất hiếu kỳ với mọi thứ.
合,hé,động từ,"Hợp, phù hợp",这件衣服很合你。,Zhè jiàn yīfu hěn hé nǐ,Bộ đồ này rất hợp với bạn.
合法,héfǎ,tính từ,Hợp pháp,这家公司是合法的。,Zhè jiā gōngsī shì héfǎ de,Công ty này là hợp pháp.
合格,hégé,tính từ,"Tiêu chuẩn, mẫu mực",他是一个合格的爸爸。,Tā shì yīgè hégé de bàba,"Anh ấy thi đậu, điểm số đạt chuẩn."
合理,hélǐ,tính từ,Hợp lý,你的建议很合理。,Nǐ de jiànyì hěn hélǐ,Gợi ý của bạn rất hợp lý.
合作,hézuò,động từ,Hợp tác,我们希望与贵公司合作。,Wǒmen xīwàng yǔ guì gōngsī hézu,Chúng tôi mong được hợp tác với quý công ty.
和平,hépíng,danh từ,Hòa bình,世界需要和平。,Shìjiè xūyào hépíng,Thế giới cần hòa bình.
红茶,hóngchá,danh từ,Trà đen,他每天早上喝红茶。,Tā měitiān zǎoshang hē hóngchá,Mỗi sáng anh ấy đều uống trà đen.
红酒,hóngjiǔ,danh từ,Rượu vang đỏ,昨天晚上我们喝了一点红酒。,Zuótiān wǎnshang wǒmen hē le yì,Buổi tối hôm qua chúng tôi đã uống một ít rượu vang đỏ.
后果,hòuguǒ,danh từ,Hậu quả,如果你不努力，后果会很严重。,"Rúguǒ nǐ bù nǔlì, hòuguǒ huì hěn y","Nếu bạn không cố gắng, hậu quả sẽ rất nghiêm trọng."
后面,hòumiàn,danh từ,Phía sau,他站在我后面。,Tā zhàn zài wǒ hòumiàn,Anh ấy đứng phía sau tôi.
后年,hòunián,danh từ,"Năm sau nữa, hai năm sau",我打算后年去中国旅行。,Wǒ dǎsuàn hòunián qù Zhōngguó,Tôi dự định đi Trung Quốc vào năm sau nữa.
互联网,hùliánwǎng,danh từ,Internet,现在我们离不开互联网。,Xiànzài wǒmen lí bù kāi hùliánwǎn,Giờ đây chúng ta không thể thiếu Internet.
互相,hùxiāng,trạng từ,Lẫn nhau,他们互相帮助。,Tāmen hùxiāng bāngzhù.,Họ giúp đỡ lẫn nhau.
划船,huáchuán,động từ,Chèo thuyền,她不会划船，你会吗？,"Tā bù huì huáchuán, nǐ huì ma?","Cô ấy không biết chèo thuyền, bạn biết không?"
华人,huárén,danh từ,Người hoa,他是住在美国的华人。,Tā shì zhù zài Měiguó de huárén,Anh ấy là người Hoa sống ở Mỹ.
化 (现代化,huà (xiàndài,danh từ,Hiện đại hóa,越南正在现代化。,Yuènán zhèngzài xiàndàihuà,Việt Nam đang hiện đại hóa.
话剧,huàjù,danh từ,Kịch nói,今天我们去了学校听话剧。,Jīntiān wǒmen qù le xuéxiào tīng h,Hôm nay chúng tôi đã đến trường nghe nhạc kịch.
话题,huàtí,danh từ,Chủ đề,这个话题很有意思。,Zhège huàtí hěn yǒuyìsi,Chủ đề này rất thú vị.
欢乐,huānlè,tính từ,Vui vẻ,跟朋友在一起总是很欢乐。,Gēn péngyǒu zài yīqǐ zǒng shì hěn,Ở bên cạnh bạn bè lúc nào cũng vui vẻ.
环,huán,danh từ,Vòng,她戴着一只玉环。,Tā dài zhe yī zhī yù huán,Cô ấy đeo một vòng ngọc.
环保,huánbǎo,danh từ,Bảo vệ môi trường,我们应该注意环保。,Wǒmen yīnggāi zhùyì huánbǎo,Chúng ta nên chú ý đến việc bảo vệ môi trường.
环境,huánjìng,danh từ,Môi trường,这个城市的环境很好。,Zhège chéngshì de huánjìng hěn h,Môi trường ở thành phố này rất tốt.
会议,huìyì,danh từ,Cuộc họp,明天上午有一个重要的会议。,Míngtiān shàngwǔ yǒu yí gè zhòng,Sáng mai có một cuộc họp quan trọng.
会员,huìyuán,danh từ,Hội viên,他是图书馆的会员。,Tā shì túshū guǎn de huìyuán,Anh ấy là hội viên của phòng gym.
活,huó,động từ,"Sống, hoạt động",这条鱼还活着吗？,Zhè tiáo yú hái huózhe ma?,Con cá này còn sống không?
火,huǒ,danh từ,Lửa,火越烧越大。,Huǒ yuè shāo yuè dà,Lửa cháy càng lúc càng lớn.
机器,jīqì,danh từ,Máy móc,工厂里有很多新机器。,Gōngchǎng lǐ yǒu hěn duō xīn jīqì,Trong nhà máy có rất nhiều máy móc mới.
积极,jījí,tính từ,Tích cực,他学习很积极。,Tā xuéxí hěn jījí,Cậu ấy học rất tích cực.
基本,jīběn,phó từ,"Cơ bản, gần như",我基本学会了高中知识。,Wǒ jīběn xuéhuì le gāozhōng zhīsh,Tôi cơ bản đã học xong kiến thức trung học phổ thông rồ
基本上,jīběn shàng,phó từ,Về cơ bản,基本上我们完成了任务差不多啦。,Jīběn shàng wǒmen wánchéng le r,"Về cơ bản, anh ấy đến mỗi ngày."
基础,jīchǔ,danh từ,"Nền tảng, cơ sở",汉字是学习的基础。,Hànzì shì xuéxí de jīchǔ,Chữ Hán là nền tảng của việc học.
及时,jíshí,phó từ,Kịp thời,谢谢你及时帮我。,Xièxiè nǐ jíshí bāng wǒ,Cảm ơn bạn đã giúp tôi kịp thời.
…极了,...jí le,cụm từ,"Cực kỳ, vô cùng",今天热极了。,Jīntiān rè jí le,Hôm nay nóng cực kỳ.
集体,jítǐ,danh từ,Tập thể,我们加入了集体运动。,Wǒmen jiārù le jítǐ yùndòng,Chúng tôi là một tập thể.
集中,jízhōng,động từ,Tập trung,请集中注意力学习。,Qǐng jízhōng zhùyì lì xuéxí,Hãy tập trung chú ý vào học hành.
计算,jìsuàn,động từ,Tính toán,我计算下个月去北京旅游。,Wǒ jìsuàn xià gè yuè qù Běijīng lǚy,Tôi dự định đi Bắc Kinh du lịch vào tháng sau.
记录,jìlù,động từ,Ghi chép,老师记录学生成绩。,Lǎoshī jìlù xuéshēng chéngjì,Giáo viên ghi lại điểm học sinh.
记者,jìzhě,danh từ,Phóng viên,他是一个记者。,Tā shì yí gè jìzhě,Anh ấy là một phóng viên.
纪录,jìlù,danh từ,Kỷ lục,他打破了世界纪录。,Tā dǎpò le shìjiè jìlù,Anh ấy phá kỷ lục thế giới.
纪念,jìniàn,danh từ,Kỷ niệm,今天是我爸妈结婚的纪念日。,Jīntiān shì wǒ bà mā jiéhūn de jìnià,Hôm nay là kỷ niệm ngày cưới của ba mẹ tôi.
技术,jìshù,danh từ,Kỹ thuật,他做手工面的技术很好。,Tā zuò shǒugōng miàn de jìshù hě,Kỹ năng làm mì thủ công của anh ấy rất tốt.
继续,jìxù,động từ,Tiếp tục,请继续回答问题。,Qǐng jìxù huídá wèntí,Mời bạn tiếp tục trả lời câu hỏi.
加工,jiā gōng,động từ,"Gia công
chế biến","这家工厂主要加工服装。
这些食品要加工。","Zhè jiā gōngchǎng zhǔyào jiāgōng
/Zhèxiē shípǐn yào jiāgōng","Nhà máy này chủ yếu gia công quần áo.
Những món ăn này cần được chế biến."
加快,jiākuài,động từ,Tăng tốc,我们要加快速度。,Wǒmen yào jiākuài sùdù,Chúng ta cần tăng tốc độ.
加强,jiāqiáng,động từ,Tăng cường,我们要加强保护环境。,Wǒmen yào jiāqiáng duànliàn,Chúng ta cần tăng cường rèn luyện.
家具,jiājù,danh từ,Đồ nội thất,房间里有很多家具。,Fángjiān lǐ yǒu hěn duō jiājù,Trong phòng có nhiều đồ nội thất.
家属,jiāshǔ,danh từ,Người nhà,医生跟家属说话。,Yīshēng gēn jiāshǔ shuōhuà,Bác sĩ nói chuyện với người nhà.
家乡,jiāxiāng,danh từ,Quê hương,离开家太久，我很想我的家乡。,"Líkāi jiā tài jiǔ, wǒ hěn xiǎng wǒ de",Quê tôi rất đẹp.
价格,jiàgé,danh từ,Giá cả,水果的价格很高。,Shuǐguǒ de jiàgé hěn gāo,Giá trái cây rất cao.
价钱,jiàqián,danh từ,Giá tiền,你知道这件衣服的价钱吗？,Nǐ zhīdào zhè jiàn yīfú de jiàqián m,Bạn có biết giá tiền của bộ quần áo này không?
价值,jiàzhí,danh từ,Giá trị,这本书很有价值。,Zhè běn shū hěn yǒu jiàzhí,Cuốn sách này rất có giá trị.
架,jià,danh từ,"Giá, kệ",桌子上有一个书架。,Zhuōzi shàng yǒu yí gè shūjià,Trên bàn có một cái giá sách.
坚持,jiānchí,động từ,Kiên trì,他每天都坚持锻炼身体。,Tā měitiān dōu jiānchí duànliàn sh,Ngày nào anh ấy cũng kiên trì tập thể dục.
坚决,jiānjué,tính từ,Kiên quyết,他很坚决不同意这个意见。,Tā hěn jiānjué bù tóngyì zhège yìji,Anh ấy rời đi rất kiên quyết.
