间,jiān,Lượng từ,"Gian, buồng, phòng",我家有三间卧室。,Wǒjiā yǒu sān jiān wòshì,Nhà tôi có 3 phòng ngủ.
见,jiàn,Động từ,Gặp,我在公园见到朋友。,Wǒ zài gōngyuán jiàn dào péngyǒu,Tôi gặp bạn ở công viên.
见面,jiànmiàn,Động từ ly hợp,Gặp mặt,我很高兴和你见面。,Wǒ hěn gāoxìng hé nǐ jiànmiàn,Tôi rất vui khi gặp bạn.
教,jiāo,Động từ,"Dạy, chỉ dạy",她教我们英语。,Tā jiāo wǒmen Yīngyǔ,Cô ấy dạy chúng tôi tiếng Anh.
叫,jiào,Động từ,"Gọi, kêu",妈妈叫我回家。,Māmā jiào wǒ huí jiā,Mẹ gọi tôi về nhà.
教学楼,jiàoxuélóu,Danh từ,Tòa nhà giảng đường,教学楼在图书馆东边。,Jiàoxué lóu zài túshū guǎn dōngbian,Tòa nhà giảng dạy nằm ở phía đông của thư viện.
姐姐,jiějie,Danh từ,Chị gái,她是我的姐姐。,Tā shì wǒ de jiějie,Cô ấy là chị gái tôi.
介绍,jièshào,Động từ,Giới thiệu,我来介绍一下我的朋友。,Wǒ lái jièshào yīxià wǒ de péngyou,Tôi giới thiệu chút về bạn của tôi.
今年,jīnnián,Danh từ,Năm nay,今年是2025年。,Jīnnián shì 2025 nián,Năm nay là năm 2025.
今天,jīntiān,Danh từ,Hôm nay,今天的天气很好。,Jīntiān de tiānqì hěn hǎo,Thời tiết hôm nay rất đẹp.
进,jìn,Động từ,"Vào, tiến vào, đi vào",请进！,Qǐng jìn,Xin mời vào!
进来,jìn lái,Động từ,Đi vào (hướng về người nói),他刚刚进来了。,Tā gānggāng jìn lái le,Anh ấy vừa mới vào.
进去,jìn qù,Động từ,Đi vào (hướng xa người nói),你先进去，我马上来。,"Nǐ xiān jìn qù, wǒ mǎshàng lái","Bạn vào trước đi, tôi đến ngay."
九,jiǔ,Số từ,Số chín,这个班有九个学生。,Zhège bān yǒu jiǔ gè xuéshēng,Lớp này có chín học sinh.
就,jiù,Phó từ,"Thì, liền, ngay lập tức",他下班后就回家了。,Tā xiàbān hòu jiù huíjiā le,Anh ấy tan làm liền về nhà.
觉得,juéde,Động từ,"Cảm thấy, cho rằng",我觉得这本书很好看。,Wǒ juéde zhè běn shū hěn hǎokàn,Tôi cảm thấy cuốn sách này rất hay.
开,kāi,Động từ,"Mở, bật, lái",他正在学开车。,Tā zhèngzài xué kāichē,Anh ấy đang học lái xe.
开车,kāi chē,Động từ,Lái xe,,,
开会,kāi huì,Động từ,"Họp, tổ chức cuộc họp",我下午三点要开会。,Wǒ xiàwǔ sān diǎn yào kāi huì,Tôi có cuộc họp lúc 3 giờ chiều.
开玩笑,kāi wánxiào,Động từ,"Đùa, nói đùa",别生气，我只是开玩笑。,"Bié shēngqì, wǒ zhǐshì kāi wánxiào","Đừng giận mà, tôi chỉ đùa thôi."
看,kàn,Động từ,"Nhìn, xem, đọc",这本书我看完了。,Zhè běn shū wǒ kànwán le,Tôi đã đọc xong cuốn sách này.
看病,kàn bìng,Động từ,Khám bệnh,我今天去医院看病。,Wǒ jīntiān qù yīyuàn kàn bìng,Hôm nay tôi đi bệnh viện khám bệnh.
看到,kàndào,Động từ,Nhìn thấy,我在街上看到一只小猫。,Wǒ zài jiē shàng kàndào yī zhī xiǎo māo,Tôi nhìn thấy một con mèo nhỏ trên đường.
看见,kànjiàn,Động từ,"Thấy, trông thấy",我看见一只小鸟在树上唱歌。,Wǒ kànjiàn yī zhī xiǎo niǎo zài shù shàng chànggē,Tôi nhìn thấy một con chim đang hót trên cây.
考,kǎo,Động từ,"Thi, kiểm tra",这次考试很难。,Zhè cì kǎoshì hěn nán,Kỳ thi lần này rất khó.
考试,kǎoshì,Danh từ,"Kỳ thi, bài kiểm tra",,,
渴,kě,Tính từ,Khát,我口渴了，想喝水。,"Wǒ kǒu kě le, xiǎng hē shuǐ","Tôi khát nước rồi, muốn uống nước."
课,kè,Danh từ,"Tiết học, bài học",今天的汉语课很有意思。,Jīntiān de Hànyǔ kè hěn yǒuyìsi,Bài học tiếng Trung hôm nay rất thú vị.
课本,kèběn,Danh từ,Sách giáo khoa,你带课本了吗？,Nǐ dài kèběn le ma,Bạn có mang sách giáo khoa không?
课文,kèwén,Danh từ,Bài khóa (trong sách),请大家朗读课文。,Qǐng dàjiā lǎngdú kèwén,Mọi người vui lòng đọc to bài khóa.
口,kǒu,Danh từ,"Miệng, mồm
cửa, cổng","我用盐水漱口。
出口在左边，不要走错了。","Wǒ yòng yánshuǐ shù kǒu/
/Chūkǒu zài zuǒbiān, bùyào zǒu cuò le","Tôi dùng nước muối để súc miệng.
Cửa ra ở bên trái, đừng đi sai nhé."
快,kuài,Tính từ,"Nhanh, mau",火车快要来了。,Huǒchē kuài yào lái le,Tàu hỏa sắp đến rồi.
块,kuài,Danh từ,"Viên, thỏi, miếng",我喜欢吃糖块儿。,Wǒ xǐhuan chī táng kuàir,Tôi thích ăn kẹo viên.
块,kuài,Lượng từ,"Khối, miếng, chiếc
tờ, đồng (tiền)","他买了三块手表。
这本书卖五块钱。","Tā mǎi le sān kuài shǒubiǎo/
/Zhè běn shū mài wǔ kuài qián","Anh ấy đã mua ba chiếc đồng hồ.
Quyển sách này bán năm đồng."
来,lái,Động từ,"Đến, tới",你什么时候来我家?,Nǐ shénme shíhòu lái wǒ jiā,Khi nào bạn đến nhà tôi?
来到,láidào,Động từ,"Đến, đi đến",他来到公司了。,Tā láidào gōngsī le,Anh ấy đến công ty rồi.
老,lǎo,Tính từ,"Già, cũ",这辆车太老了。,Zhè liàng chē tài lǎo le,Chiếc xe này quá cũ rồi.
老人,lǎorén,Danh từ,Người già,老人喜欢在公园散步。,Lǎorén xǐhuan zài gōngyuán sànbù,Các cụ già thích đi dạo trong công viên.
老师,lǎoshī,Danh từ,"Giáo viên, thầy cô",她是我们的汉语老师。,Tā shì wǒmen de Hànyǔ lǎoshī,Cô ấy là giáo viên tiếng Trung của chúng tôi.
了,le,Trợ từ,Rồi (biểu thị hành động đã hoàn thành),我吃了一个苹果。,Wǒ chī le yīgè píngguǒ,Tôi đã ăn một quả táo.
累,lèi,Tính từ,"Mệt, mệt mỏi",今天工作很累。,Jīntiān gōngzuò hěn lèi,Hôm nay công việc rất mệt.
冷,lěng,Tính từ,Lạnh,外面很冷，多穿点衣服。,"Wàimiàn hěn lěng, duō chuān diǎn yīfu","Bên ngoài rất lạnh, mặc thêm áo vào."
里,lǐ,Giới từ,"Trong, bên trong",房间里有很多书。,Fángjiān lǐ yǒu hěn duō shū,Trong phòng có rất nhiều sách.
里边,lǐbian,Danh từ,Bên trong,你在里边等我。,Nǐ zài lǐbiān děng wǒ,Bạn đợi tôi ở bên trong nhé.
两,liǎng,Số từ,Hai (chỉ số lượng),我有两个姐姐。,Wǒ yǒu liǎng gè jiějie,Tôi có hai chị gái.
零,líng,Số từ,Số không,这个数字是零。,Zhège shùzì shì líng,Số này là số không.
六,liù,Số từ,Số sáu,我家有六口人。,Wǒ jiā yǒu liù kǒu rén,Nhà tôi có sáu người.
楼,lóu,Danh từ,"Tòa nhà, lầu",他们住在五楼。,Tāmen zhù zài wǔ lóu,Họ sống ở tầng năm.
楼上,lóu shàng,Danh từ,Tầng trên,我哥哥在楼上睡觉。,Wǒ gēge zài lóu shàng shuìjiào,Anh trai tôi đang ngủ trên tầng.
楼下,lóu xià,Danh từ,Tầng dưới,我在楼下等你。,Wǒ zài lóu xià děng nǐ,Tôi đang đợi bạn ở tầng dưới.
路,lù,Danh từ,"Con đường, đường phố",这条路很长。,Zhè tiáo lù hěn cháng,Con đường này rất dài.
路口,lùkǒu,Danh từ,"Giao lộ, ngã tư",这个路口有很多车。,Zhège lùkǒu yǒu hěn duō chē,Ngã tư này có rất nhiều xe.
路上,lùshàng,Danh từ,Trên đường,我在路上，看见了你。,"Wǒ zài lùshàng, kànjiàn le nǐ","Tôi trên đường, nhìn thấy bạn."
妈妈 | 妈,māma | mā,Danh từ,"Mẹ, má",我妈妈做饭很好吃。,Wǒ māma zuò fàn hěn hǎo chī,Mẹ tôi nấu ăn rất ngon.
马路,mǎlù,Danh từ,"Đường cái, đường lớn",这个马路很长。,Zhège mǎlù hěn cháng,Con đường này rất dài.
马上,mǎshàng,Trạng từ,Ngay lập tức,我马上回来。,Wǒ mǎshàng huílái,Tôi sẽ quay lại ngay lập tức.
吗,ma,Trợ từ,Trợ từ nghi vấn,你喜欢中国菜吗？,Nǐ xǐhuan Zhōngguó cài ma,Bạn có thích món ăn Trung Quốc không?
买,mǎi,Động từ,Mua,我想买一件衣服。,Wǒ xiǎng mǎi yí jiàn yīfu,Tôi muốn mua một cái áo.
慢,màn,Tính từ,Chậm,请说慢一点儿。,Qǐng shuō màn yìdiǎnr,Xin hãy nói chậm một chút.
忙,máng,Tính từ,Bận rộn,他最近很忙。,Tā zuìjìn hěn máng,Dạo này anh ấy rất bận.
毛,máo,Danh từ,"Lông, tóc",小狗的毛很软。,Xiǎogǒu de máo hěn ruǎn,Lông của chú chó con rất mềm.
毛,máo,Lượng từ,Hào (đơn vị tiền tệ trung quốc),我口袋里有一毛钱。,Wǒ kǒudài lǐ yǒuyī máo qián,Trong túi tôi có một hào.
没,méi,Phó từ,"Không có, chưa",我今天没时间。,Wǒ jīntiān méi shíjiān,Hôm nay tôi không có thời gian (không rảnh).
没关系,méi guānxi,Cụm từ,Không sao đâu,没关系，我没生气。,"Méiguānxi, wǒ méi shēngqì","Không sao, tôi không giận đâu."
没什么,méi shénme,Cụm từ,Không có gì,没什么好担心的。,Méi shénme hǎo dānxīn de,Không có gì đáng lo lắng cả.
没事儿,méi shìr,Cụm từ,"Không có chuyện gì, không sao đâu",没事儿，我帮你。,"Méi shìr, wǒ bāng nǐ","Không sao đâu, tôi giúp bạn."
没有,méi yǒu,Động từ,Không có,我没有钱。,Wǒ méiyǒu qián,Tôi không có tiền.
妹妹 | 妹,mèimei | mèi,Danh từ,Em gái,我有一个妹妹。,Wǒ yǒu yīgè mèimei,Tôi có một người em gái.
门,mén,Danh từ,Cửa,我把门关上了。,Wǒ bǎ mén guānshàng le,Tôi đã đóng cửa lại.
门口,ménkǒu,Danh từ,"Cổng, cửa ra vào",我在门口等你。,Wǒ zài ménkǒu děng nǐ,Tôi đang đợi bạn ở cửa ra vào.
门票,ménpiào,Danh từ,Vé vào cửa,这张门票多少钱？,Zhè zhāng ménpiào duōshǎo qián,
们（朋友们）,men (péngyǒumen),Hậu tố,"Dùng để chỉ số nhiều (các bạn, các anh...)",我们是好朋友。,Wǒmen shì hǎo péngyǒu,Chúng tôi là bạn tốt.
米饭,mǐfàn,Danh từ,Cơm,我每天都吃米饭。,Wǒ měitiān dōu chī mǐfàn,Ngày nào tôi cũng ăn cơm.
面包,miànbāo,Danh từ,Bánh mì,你想吃面包吗？,Nǐ xiǎng chī miànbāo ma,Bạn có muốn ăn bánh mì không?
面条儿,miàntiáor,Danh từ,Mì sợi,这碗面条儿很好吃。,Zhè wǎn miàntiáor hěn hǎochī,Tô mì này rất ngon.
名字,míngzi,Danh từ,Tên gọi,你的名字是什么？,Nǐ de míngzi shì shénme,Tên của bạn là gì?
明白,míngbai,Động từ,Hiểu rõ,我明白你的意思。,Wǒ míngbai nǐ de yìsi,Tôi hiểu ý của bạn.
明年,míngnián,Danh từ,Năm sau,明年我想去中国。,Míngnián wǒ xiǎng qù Zhōngguó,Năm sau tôi muốn đi Trung Quốc.
明天,míngtiān,Danh từ,Ngày mai,明天是星期几？,Míngtiān shì xīngqī jǐ,Ngày mai là thứ mấy?
拿,ná,Động từ,"Cầm, nắm, lấy",请帮我拿一下。,Qǐng bāng wǒ ná yíxià,Làm ơn giúp tôi cầm cái này một chút.
哪,nǎ,Đại từ,Nào,你喜欢哪本书？,Nǐ xǐhuān nǎ běn shū,Bạn thích quyển sách nào?
哪里,nǎ lǐ,Đại từ,Ở đâu,你住在哪里？,Nǐ zhù zài nǎlǐ,Bạn sống ở đâu?
哪儿,nǎr,Đại từ,"Đâu, chỗ nào (phương ngữ bắc kinh)",那部电影是在哪儿拍的？,Nà bù diànyǐng shì zài nǎr pāi de,Bộ phim đó được quay ở đâu vậy?
哪些,nǎxiē,Đại từ,"Những cái nào, người nào",你见过哪些名人？,Nǐ jiànguò nǎxiē míngrén,Bạn đã gặp những người nổi tiếng nào?
那,nà,Đại từ,"Đó, kia",那是我的书。,Nà shì wǒ de shū,Đó là sách của tôi.
那边,nàbiān,Đại từ,Bên đó,你看到那边的猫了吗？,Nǐ kàn dào nà bian de māo le ma,Bạn có thấy con mèo bên đó không?
那里,nà lǐ,Đại từ,"Ở đó, chỗ đó, nơi đó",我刚从那里回来。,Wǒ gāng cóng nàlǐ húilái,Tôi vừa từ chỗ đó trở về.
那儿,nàr,Đại từ,Ở đó (phương ngữ bắc kinh),你要去那儿做什么？,Nǐ yào qù nàr zuò shénme,Bạn muốn đến đó làm gì?
那些,nàxiē,Đại từ,Những cái đó,那些书都送给你吧。,Nàxiē shū dōu sòng gěi nǐ ba,Những cuốn sách này đều cho cậu.
奶奶 | 奶,nǎinai | nǎi,Danh từ,Bà nội,我奶奶今年八十岁。,Wǒ nǎinai jīnnián bāshí suì,Bà nội tôi năm nay 80 tuổi.
男,nán,Tính từ,"Nam, con trai",我们班有很多男同学。,Wǒmen bān yǒu hěnduō nán tóngxué,Lớp chúng tôi có rất nhiều bạn học sinh nam.
男孩儿,nánháir,Danh từ,Bé trai,男孩儿在公园里踢足球。,Nánháir zài gōngyuán lǐ tī zúqiú,Cậu bé đang đá bóng trong công viên.
男朋友,nánpéngyou,Danh từ,Bạn trai,她的男朋友很帅。,Tā de nánpéngyou hěn shuài,Bạn trai của cô ấy rất đẹp trai.
男人,nánrén,Danh từ,Đàn ông,那个男人在看手机。,Nàgè nánrén zài kàn shǒujī,Người đàn ông đó đang xem điện thoại.
男生,nánshēng,Danh từ,"Nam sinh, học sinh nam",这个班的男生比女生多。,Zhège bān de nánshēng bǐ nǚshēng duō,Nam sinh trong lớp này nhiều hơn nữ sinh.
南,nán,Danh từ,Phía nam,我喜欢南方的美食。,Wǒ xǐhuan nánfāng de měishí,Tôi thích ẩm thực miền Nam.
南边,nánbiān,Danh từ,Phía nam,我家在学校南边。,Wǒ jiā zài xuéxiào nánbiān,Nhà tôi ở phía nam của trường.
难,nán,Tính từ,Khó,这个问题很难回答。,Zhège wèntí hěn nán huídá,Câu hỏi này rất khó trả lời.
呢,ne,Trợ từ,"Thế, nhỉ, ư",我是学生，你呢？,"Wǒ shì xuéshēng, nǐ ne","Tớ là học sinh, còn cậu thì sao?"
能,néng,Động từ năng nguyện,Có thể,咱们一定能完成任务。,Zánmen yídìng néng wánchéng rènwù,Chúng ta nhất định có thể hoàn thành nhiệm vụ.
你,nǐ,Đại từ nhân xưng,"Bạn, anh, chị",你喜欢吃什么？,Nǐ xǐhuan chī shénme,Bạn thích ăn gì?
你们,nǐmen,Đại từ nhân xưng (số nhiều),"Các bạn, các anh, các chị",你们要去哪儿？,Nǐmen yào qù nǎr,Các bạn muốn đi đâu?
年级,niánjí,Danh từ,"Niên khóa, cấp lớp",你是几年级的学生？,Nǐ shì jǐ niánjí de xuéshēng,Bạn là học sinh lớp mấy?
您,nín,Đại từ nhân xưng,"Ngài, ông, bà",您喜欢喝茶还是喝咖啡？,Nín xǐhuan hē chá háishì hē kāfēi,Ngài thích uống trà hay cà phê?
牛奶,niúnǎi,Danh từ,Sữa bò,我喜欢喝牛奶。,Wǒ xǐhuan hē niúnǎi,Tôi thích uống sữa.
女,nǚ,Danh từ,"Nữ, con gái",我的女儿非常可爱。,Wǒ de nǚ ér fēicháng kě ài,Con gái tôi rất dễ thương.
女儿,nǚ’ér,Danh từ,Con gái,,,
女孩儿,nǚháir,Danh từ,Bé gái,你家女孩儿几岁了？,Nǐ jiā nǚháir jǐ suì le,Con gái nhà bạn mấy tuổi rồi?
女朋友,nǚpéngyou,Danh từ,Bạn gái,你有女朋友吗？,Nǐ yǒu nǚ péngyǒu ma,Cậu có bạn gái chưa?
女人,nǚrén,Danh từ,Phụ nữ,女人都喜欢买漂亮的衣服。,Nǚrén dōu xǐhuān mǎi piàoliang de yīfu,Phụ nữ đều thích mua quần áo đẹp.
女生,nǚshēng,Danh từ,Nữ sinh,这些女生喜欢画画。,Zhèxiē nǚshēng xǐhuān huà huà,Những nữ sinh này thích vẽ.
旁边,pángbiān,Danh từ,"Cạnh, bên cạnh",厨房在客厅的旁边。,Chúfáng zài kètīng de pángbiān,Nhà bếp ở bên cạnh phòng khách.
跑,pǎo,Động từ,Chạy,他每天早上都跑步。,Tā měitiān zǎoshang dōu pǎobù,Anh ấy chạy bộ mỗi sáng.
朋友,péngyou,Danh từ,Bạn bè,我有很多朋友。,Wǒ yǒu hěn duō péngyou,Tôi có rất nhiều bạn.
漂亮,piàoliang,Tính từ,"Đẹp, xinh đẹp",这件衣服很漂亮。,Zhè jiàn yīfu hěn piàoliang,Bộ quần áo này rất đẹp.
七,qī,Số từ,Số bảy,我有七本书。,Wǒ yǒu qī běn shū,Tôi có bảy quyển sách.
起,qǐ,Động từ,"Dậy, thức dậy, đứng dậy",今天睡到上午10点才起。,Jīntiān shuì dào shàngwǔ 10 diǎn cái qǐ,Nay ngủ đến 10 giờ mới dậy.
起床,qǐchuáng,Động từ,Thức dậy (ra khỏi giường),我每天六点起床。,Wǒ měitiān liù diǎn qǐchuáng,Mỗi ngày tôi thức dậy lúc 6 giờ.
起来,qǐlái,Động từ,"Đứng dậy, ngồi dậy, thức dậy",他站起来了。,Tā zhàn qǐlái le,Anh ấy đứng dậy rồi.
汽车,qìchē,Danh từ,"Xe hơi, ô tô",这辆汽车是我爸爸的。,Zhè liàng qìchē shì wǒ bàba de,Hai chiếc ô tô này là của bố tôi.
前,qián,Danh từ,Trước,他12号前会回来。,Tā 12 hào qián huì huílái,Anh ấy sẽ trở lại trước ngày 12.
前边,qiánbiān,Danh từ,Phía trước,学校就在前边。,Xuéxiào jiù zài qiánbiān,Trường học ở ngay phía trước.
前天,qiántiān,Danh từ,Hôm kia,我前天去了上海。,Wǒ qiántiān qù le Shànghǎi,Hôm kia tôi đã đi Thượng Hải.
钱,qián,Danh từ,Tiền,我没钱。,Wǒ méi qián,Tôi không có tiền.
钱包,qiánbāo,Danh từ,"Ví tiền, bóp tiền",我的钱包不见了。,Wǒ de qiánbāo bú jiàn le,Ví tiền của tôi bị mất rồi.
请,qǐng,Động từ,"Mời, xin vui lòng",请给我一杯水。,Qǐng gěi wǒ yì bēi shuǐ,Xin hãy cho tôi một cốc nước.
请假,qǐngjià,Động từ,Xin nghỉ phép,老师，今天我想请假。,"Lǎoshī, jīntiān wǒ xiǎng qǐngjià","Thầy ơi, hôm nay em muốn xin nghỉ."
请进,qǐng jìn,Cụm từ,Mời vào,请进，大家都在等你。,"Qǐng jìn, dàjiā dōu zài děng nǐ","Mời vào, mọi người đang chờ bạn."
请问,qǐngwèn,Cụm từ,Xin hỏi,请问您有空吗？,Qǐngwèn nín yǒu kòng ma,Xin hỏi anh có rảnh không ạ?
请坐,qǐng zuò,Cụm từ,Mời ngồi,欢迎光临，请坐。,"Huānyíng guānglín, qǐng zuò","Chào mừng quý khách, mời ngồi."
球,qiú,Danh từ,Quả bóng,他喜欢踢足球。,Tā xǐhuan tī zúqiú,Anh ấy thích đá bóng.
去,qù,Động từ,"Đi, rời đi, rời khỏi",他吃完饭就去了。,Tā chī wán fàn jiù qù le,Anh ấy ăn xong rồi đi ngay.
去年,qùnián,Danh từ,Năm ngoái,去年我买了一辆新车。,Qùnián wǒ mǎi le yī liàng xīnchē,Năm ngoái tôi đã mua một chiếc xe mới.
热,rè,Tính từ,Nóng,今天的天气很热。,Jīntiān de tiānqì hěn rè,Thời tiết của hôm nay rất nóng.
人,rén,Danh từ,Người,这个世界上有很多好人。,Zhège shìjiè shàng yǒu hěn duō hǎorén,Trên thế giới này có rất nhiều người tốt.
认识,rènshi,Động từ,Quen biết,我认识他。,Wǒ rènshi tā,Tôi quen biết anh ấy.
认真,rènzhēn,Tính từ,"Chăm chỉ, nghiêm túc",他学习很认真。,Tā xuéxí hěn rènzhēn,Anh ấy học rất chăm chỉ.
日,rì,Danh từ,"Ngày, mỗi ngày
mặt trời","他的生日在六月。
日出的时候很美。","Tā de shēngrì zài liù yuè/
/Rì chū de shíhòu hěn měi","Ngày sinh nhật của anh ấy vào tháng sáu.
Lúc mặt trời mọc rất đẹp."
日期,rìqī,Danh từ,"Ngày tháng, thời gian",文件的日期写错了。,Wénjiàn de rìqí xiě cuò le,Ngày tháng trên tài liệu bị sai rồi.
肉,ròu,Danh từ,Thịt,我喜欢吃鸡肉。,Wǒ xǐhuan chī jīròu,Tôi thích ăn thịt gà.
三,sān,Số từ,Số ba,我有三个好朋友。,Wǒ yǒu sān gè hǎo péngyǒu,Tôi có ba người bạn tốt.
山,shān,Danh từ,Núi,那座山很高。,Nà zuò shān hěn gāo,Ngọn núi đó rất cao.
商场,shāngchǎng,Danh từ,Trung tâm thương mại,我们去商场买衣服吧。,Wǒmen qù shāngchǎng mǎi yīfú ba,Chúng ta đi trung tâm thương mại mua quần áo đi.
商店,shāngdiàn,Danh từ,Cửa hàng,这个商店很大。,Zhège shāngdiàn hěn dà,Cửa hàng này rất lớn.
上,shàng,Giới từ,"Trên, lên",书在桌子上。,Shū zài zhuōzi shàng,Quyển sách ở trên bàn.
上班,shàngbān,Động từ,Đi làm,他每天八点上班。,Tā měitiān bā diǎn shàngbān,Mỗi ngày anh ấy đi làm lúc 8 giờ.
上边,shàngbiān,Danh từ,Phía trên,笔在书的上边。,Bǐ zài shū de shàngbiān,Cây bút ở phía trên quyển sách.
上车,shàng chē,Động từ,Lên xe,我们快上车吧。,Wǒmen kuài shàng chē ba,Chúng ta mau lên xe đi.
上次,shàng cì,Danh từ,Lần trước,上次我们去上海了。,Shàng cì wǒmen qù Shànghǎi le,Lần trước chúng tôi đã đi Thượng Hải.
上课,shàng kè,Động từ,"Lên lớp, đi học",现在是上课时间。,Xiànzài shì shàngkè shíjiān,Bây giờ là thời gian lên lớp.
上网,shàng wǎng,Động từ,Lên mạng,他喜欢上网买东西。,Tā xǐhuan shàng wǎng mǎi dōngxi,Anh ấy thích mua hàng online.
上午,shàngwǔ,Danh từ,Buổi sáng,我上午有一个会议。,Wǒ shàngwǔ yǒu yī gè huìyì,Tôi có một cuộc họp vào buổi sáng.
上学,shàng xué,Động từ,Đi học,孩子们七点上学。,Háizimen qī diǎn shàng xué,Bọn trẻ đi học lúc 7 giờ.
少,shǎo,Tính từ,Ít,这里的人很少。,Zhèlǐ de rén hěn shǎo,Ở đây rất ít người.
谁,shéi,Đại từ,Ai,这是谁的书？,Zhè shì shéi de shū,Đây là sách của ai?
身上,shēnshang,Danh từ,Trên người,你身上有钱吗？,Nǐ shēnshang yǒu qián ma,Bạn có tiền trong người không?
身体,shēntǐ,Danh từ,"Cơ thể, sức khỏe",你身体好吗？,Nǐ shēntǐ hǎo ma,Sức khỏe của bạn có tốt không?
什么,shénme,Đại từ,"Gì, cái gì",你想吃什么？,Nǐ xiǎng chī shénme,Bạn muốn ăn gì?
生病,shēng bìng,Động từ,Bị bệnh,他昨天生病了。,Tā zuótiān shēng bìng le,Hôm qua anh ấy bị bệnh.
生气,shēng qì,Động từ,"Giận, tức giận",妈妈生气了。,Māmā shēngqì le,Mẹ giận rồi.
生日,shēngrì,Danh từ,Sinh nhật,你的生日是几月几号？,Nǐ de shēngrì shì jǐ yuè jǐ hào,Sinh nhật của bạn là ngày mấy tháng mấy?
十,shí,Số từ,Số mười,他十岁就会游泳。,Tā shí suì jiù huì yóuyǒng,Anh ấy mười tuổi đã biết bơi.
时候,shíhou,Danh từ,"Thời gian, lúc",你什么时候去北京？,Nǐ shénme shíhòu qù Běijīng,Khi nào bạn đi Bắc Kinh?
时间,shíjiān,Danh từ,Thời gian,时间过得真快。,Shíjiān guò dé zhēn kuài,Thời gian trôi qua thật nhanh.
事,shì,Danh từ,"Việc, sự việc",这是一件重要的事。,Zhè shì yī jiàn zhòngyào de shì,Đây là một việc quan trọng.
试,shì,Động từ,"Thử, thử nghiệm",我可以试一试吗？,Wǒ kěyǐ shì yī shì ma?,Tôi có thể thử một chút không?
是,shì,Động từ,Là,他是我的好朋友。,Tā shì wǒ de hǎo péngyǒu,Anh ấy là bạn tốt của tôi.
是不是,shì bùshì,Câu hỏi,Có phải không?,这件事是不是你做的？,Zhè jiàn shì shì bùshì nǐ zuò de,Việc này có phải cậu làm không?
手,shǒu,Danh từ,Tay,请把手洗干净。,Qǐng bǎ shǒu xǐ gānjìng,Hãy rửa tay sạch sẽ.
手机,shǒujī,Danh từ,Điện thoại di động,我的手机在那里。,Wǒ de shǒujī zài nàlǐ,Điện thoại của tôi ở đằng kia.
书,shū,Danh từ,Sách,我喜欢看书。,Wǒ xǐhuan kàn shū,Tôi thích đọc sách.
书包,shūbāo,Danh từ,Cặp sách,我的书包里有苹果。,Wǒ de shūbāo lǐ yǒu píngguǒ,Trong cặp sách của tôi có một quả táo.
书店,shūdiàn,Danh từ,Hiệu sách,我喜欢去书店。,Wǒ xǐhuan qù shūdiàn,Tôi thích đi nhà sách.
树,shù,Danh từ,"Cây, cây cối",这里有一棵大树。,Zhè lǐ yǒu yī kē dà shù,Ở đây có một cái cây lớn.
水,shuǐ,Danh từ,Nước,我想喝水。,Wǒ xiǎng hē shuǐ,Tôi muốn uống nước.
水果,shuǐguǒ,Danh từ,Trái cây,我每天都吃水果。,Wǒ měitiān dōu chī shuǐguǒ,Tôi ăn trái cây mỗi ngày.
睡,shuì,Động từ,Ngủ,他昨天晚上睡得很早。,Tā zuótiān wǎnshàng shuì de hěn zǎo,Tối qua anh ấy ngủ rất sớm.
睡觉,shuìjiào,Động từ,Ngủ,孩子们都去睡觉了。,Háizǐmen dōu qù shuìjiào le,Bọn trẻ đều đi ngủ rồi.
说,shuō,Động từ,Nói,我会说汉语。,Wǒ huì shuō Hànyǔ,Tôi biết nói tiếng Trung.
说话,shuōhuà,Động từ,Nói chuyện,请不要大声说话。,Qǐng bùyào dàshēng shuōhuà,Vui lòng đừng nói chuyện lớn tiếng.
四,sì,Số từ,Số bốn,他家有四口人。,Tā jiā yǒu sì kǒu rén,Gia đình anh ấy có bốn người.
送,sòng,Động từ,"Tặng, đưa",我送你一本书。,Wǒ sòng nǐ yī běn shū,Tôi tặng bạn một quyển sách.
岁,suì,Danh từ,Tuổi,她今年二十岁了。,Tā jīnnián èrshí suì le,Cô ấy năm nay 20 tuổi rồi.
他,tā,Đại từ,"Anh ấy, ông ấy",他是我的朋友。,Tā shì wǒ de péngyǒu,Anh ấy là bạn của tôi.
他们,tāmen,Đại từ,"Họ, bọn họ (nam)",他们在学校学习。,Tāmen zài xuéxiào xuéxí,Họ đang học ở trường.
她,tā,Đại từ,"Cô ấy, bà ấy",她喜欢听音乐。,Tā xǐhuan tīng yīnyuè,Cô ấy thích nghe nhạc.
她们,tāmen,Đại từ,"Họ, bọn họ (nữ)",她们正在看书。,Tāmen zhèngzài kàn shū,Họ đang đọc sách.
太,tài,Phó từ,"Quá, rất",这个菜太好吃了。,Zhège cài tài hǎochī le,Món ăn này quá ngon.
天,tiān,Danh từ,"Ngày
trời, bầu trời","今天是星期天。
我喜欢看天上的星星。","Jīntiān shì xīngqītiān/
/Wǒ xǐhuān kàn tiānshàng de xīngxīng","Hôm nay là Chủ nhật.
Tôi thích ngắm sao trên trời."
天气,tiānqì,Danh từ,Thời tiết,今天天气很好。,Jīntiān tiānqì hěn hǎo,Hôm nay thời tiết rất đẹp.
